RXN Smiles,Reaction_Type,Exp_Name,Yield (Exp),Yield (Pred),CF (Exp),CF (Pred)
CN1CCNCC1.N#Cc1ccc(CBr)cc1>>CN1CCN(Cc2ccc(C#N)cc2)CC1,SN2,DMF_DIPEA,0.4530446224140857,0.390405856859546,0.3915126105677324,0.45432898
CNCc1ccccc1.O=C(CCCl)c1ccccc1>>CN(CCC(=O)c1ccccc1)Cc1ccccc1,SN2,ACN_K2CO3,0.6743472336599602,0.5227357460627338,0.3684651367450983,0.47533283
CNCc1ccccc1.O=C(CCCl)c1ccccc1>>CN(CCC(=O)c1ccccc1)Cc1ccccc1,SN2,ACN_DIPEA,0.9318192192337535,0.722321069099793,0.3684651367450983,0.47533283
CN1CCNCC1.O=[N+]([O-])c1cccc(CBr)c1>>CN1CCN(Cc2cccc([N+](=O)[O-])c2)CC1,SN2,DMSO_DIPEA,0.928401686526937,0.8299178363185462,0.3675615573337326,0.41117898
Brc1ccncc1.CC1(C)OB(c2ccc(C=O)cc2)OC1(C)C>>O=Cc1ccc(-c2ccncc2)cc1,Suzuki,Xphos Pd G3,0.031288865292132,0.0277456109137847,0.771073258272204,0.8695432
Brc1ccccn1.CC1(C)OB(c2ccncc2)OC1(C)C>>c1ccc(-c2ccncc2)nc1,Suzuki,Xphos Pd G3,0.8574792313251827,0.8670172280616119,0.5016572671185394,0.49613857
O=C(O)c1ccc(Br)cc1.CCCCc1ccc(B(O)O)cc1>>CCCCc1ccc(-c2ccc(C(=O)O)cc2)cc1,Suzuki,Xphos Pd G3,1,0.9278452485398738,0.8999516508590671,0.97062284
O=Cc1ccc(Br)cc1.CC1(C)OB(c2cccnc2)OC1(C)C>>O=Cc1ccc(-c2cccnc2)cc1,Suzuki,Xphos Pd G3,1,0.940770356522111,0.7838543206184143,0.85109913
Brc1ccccn1.CC1(C)OB(c2cccnc2)OC1(C)C>>c1ccc(-c2cccnc2)nc1,Suzuki,Xphos Pd G3,0.8439218755809639,0.9201330294913108,0.4868219269423508,0.4465003
Brc1ccncc1.CC1(C)OB(c2ccncc2)OC1(C)C>>c1cc(-c2ccncc2)ccn1,Suzuki,Xphos Pd G3,0.8391657185799942,0.856597252523328,0.5535219289574217,0.5422579
Brc1ccc(-c2ccccc2)cc1.CC1(C)OB(c2ccc(N)cc2)OC1(C)C>>Nc1ccc(-c2ccc(-c3ccccc3)cc2)cc1,Suzuki,Xphos Pd G3,0.0012295256382271,0.0011439826335146,1.294583771198767,1.3913882
Clc1nc2ccccc2s1.CC1(C)OB(c2ccc(N)cc2)OC1(C)C>>Nc1ccc(-c2nc3ccccc3s2)cc1,Suzuki,Xphos Pd G3,0.1674344211572816,0.1722188088683699,1.3141660722795667,1.2776575
Brc1ccc(-c2ccccc2)cc1.CC1(C)OB(c2ccc(Nc3ccccc3)cc2)OC1(C)C>>c1ccc(Nc2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,Suzuki,Xphos Pd G3,0.3043199208769798,0.3262608316706352,2.0680355667549013,1.928961
Brc1ccccn1.OB(O)c1ccccn1>>c1ccc(-c2ccccn2)nc1,Suzuki,Xphos Pd G3,0.3181967682308421,0.3216273547611374,0.4381429105407222,0.43346953
CC(C)(C)c1ccc(Br)cc1.CC1(C)OB(c2ccc(N)cc2)OC1(C)C>>CC(C)(C)c1ccc(-c2ccc(N)cc2)cc1,Suzuki,Xphos Pd G3,0.3318424816837494,0.3061691437629698,0.867614844981086,0.94036746
Brc1ccccn1.CC1(C)OB(c2ccc(O)cc2)OC1(C)C>>Oc1ccc(-c2ccccn2)cc1,Suzuki,Xphos Pd G3,0.6049954036172421,0.589907309862577,0.6230599586647162,0.638996
O=C(O)c1ccc(Br)cc1.CC1(C)OB(c2ccc([N+](=O)[O-])cc2)OC1(C)C>>O=C(O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,Suzuki,Xphos Pd G3,0.1519907043124285,0.2039130724840188,1.3535720304590722,1.0089118
COc1c(Br)cccc1[N+](=O)[O-].CC1(C)OB(c2cccc(C(=O)O)c2)OC1(C)C>>COc1c(-c2cccc(C(=O)O)c2)cccc1[N+](=O)[O-],Suzuki,Xphos Pd G3,0.5269999490237809,0.5689865468000456,0.9720618926559672,0.9003316
Clc1nc2ccccc2s1.CC1(C)OB(c2ccccc2O)OC1(C)C>>Oc1ccccc1-c1nc2ccccc2s1,Suzuki,Xphos Pd G3,0.5090062376579604,0.5080968533905701,1.068963984177311,1.0708774
O=C(O)c1ccccc1.O=C1CCNCC1>>O=C1CCN(C(=O)c2ccccc2)CC1,amide_coupling,HATU,0.8559083027488604,0.7156797131592596,0.2711840236556556,0.32431915
O=C(O)c1cccc(Cl)c1.CNC>>CN(C)C(=O)c1cccc(Cl)c1,amide_coupling,HATU,0.1384487182956967,0.1491365185723765,0.393918013537047,0.365688
O=C(O)c1cccnc1.CNOC>>CON(C)C(=O)c1cccnc1,amide_coupling,HATU,0.8904731070545342,1,0.2670990054244961,0.20838861
O=C(O)c1ccccc1.NC(Cc1ccccc1)C(=O)O>>O=C(NC(Cc1ccccc1)C(=O)O)c1ccccc1,amide_coupling,HATU,0.0743541582972756,0.0697353433394691,0.5067495692314729,0.54031324
N#Cc1ccc(C(=O)O)cc1.CNOC>>CON(C)C(=O)c1ccc(C#N)cc1,amide_coupling,HATU,0.8476906210040748,0.972861912497096,0.5217059048446694,0.45458168
O=C(O)c1ccccc1.C1CCNC1>>O=C(c1ccccc1)N1CCCC1,amide_coupling,HATU,0.491192198154209,0.5334995290886586,0.3268875110804604,0.30096483
O=C(O)c1ccncc1.CC(C)NN>>CC(C)NNC(=O)c1ccncc1,amide_coupling,HATU,0.4639735146170256,0.4712789127215716,0.2747702442159824,0.27051097
O=C(O)c1ccc(F)cc1.CNC>>CN(C)C(=O)c1ccc(F)cc1,amide_coupling,HATU,0.1868872663209106,0.2421483457830999,0.2998788043651813,0.23144296
O=C(O)c1n[nH]c2ccccc12.CNOC>>CON(C)C(=O)c1n[nH]c2ccccc12,amide_coupling,HATU,0.3421771272514176,0.3363075589950196,0.5385910226116457,0.5479911
O=C(O)c1ccc(F)cc1.CNOC>>CON(C)C(=O)c1ccc(F)cc1,amide_coupling,HATU,0.9611106850721444,1,0.3006961995422902,0.22655657
O=C(O)c1ccccc1.NNC(=O)c1ccccc1>>O=C(NNC(=O)c1ccccc1)c1ccccc1,amide_coupling,HATU,0.0102585820117218,0.0091204381097132,0.8298051523199922,0.93335694
O=C(O)c1cccc(Cl)c1.CNOC>>CON(C)C(=O)c1cccc(Cl)c1,amide_coupling,HATU,0.8456001700364671,0.9695993964564265,0.4204604564550774,0.36668903
O=C(O)c1ccc(Cl)cc1.CNC>>CN(C)C(=O)c1ccc(Cl)cc1,amide_coupling,HATU,0.1379420164208737,0.1536159643391779,0.4189459492435362,0.37619945
Cc1cccc(C(=O)O)c1.NCC(=O)O>>Cc1cccc(C(=O)NCC(=O)O)c1,amide_coupling,HATU,0.2913375523629104,0.3266205310575538,0.4714109758668294,0.42048708
O=C(O)c1ccccc1.CNC>>CN(C)C(=O)c1ccccc1,amide_coupling,HATU,0.0716486021636527,0.0744552265008952,0.2894894701604394,0.278577
O=C(O)c1ccc(Cl)cc1.CNOC>>CON(C)C(=O)c1ccc(Cl)cc1,amide_coupling,HATU,0.712504815090295,0.8519931308087206,0.4413957047915487,0.36913046
COc1ccc(C(=O)O)cc1.CNOC>>COc1ccc(C(=O)N(C)OC)cc1,amide_coupling,HATU,0.7214795084233617,0.8845636725047386,0.522799395710405,0.42641264
O=C(O)c1ccncc1.CNOC>>CON(C)C(=O)c1ccncc1,amide_coupling,HATU,0.7274265801044774,0.8147161444133311,0.2341933919934508,0.2091016
O=C(O)c1ccc(Cl)cc1.NCC(=O)O>>O=C(O)CNC(=O)c1ccc(Cl)cc1,amide_coupling,HATU,0.0560622695017986,0.0685132850412225,0.5769019404308833,0.47206074
CC(C)(C)C(=O)O.Cc1ccc(N)c(C)c1>>Cc1ccc(NC(=O)C(C)(C)C)c(C)c1,amide_coupling,HATU,0.6632059252349899,0.5369053336609984,0.3998327282832519,0.49388856
O=C(O)c1ccco1.CNOC>>CON(C)C(=O)c1ccco1,amide_coupling,HATU,0.671761051874246,1,0.3722080258313986,0.24769008
Nc1cccc(C(=O)O)c1.CNC>>CN(C)C(=O)c1cccc(N)c1,amide_coupling,HATU,0.0865023725395322,0.1043608921723862,0.5667091873776996,0.46973237
O=C(O)c1ccc(Br)cc1F.CNC>>CN(C)C(=O)c1ccc(Br)cc1F,amide_coupling,HATU,0.0475223139058254,0.0549739369072602,0.4409176988347464,0.38115206
O=C(O)c1ccc(F)cc1.CC(N)C(=O)O>>CC(NC(=O)c1ccc(F)cc1)C(=O)O,amide_coupling,HATU,0.091087075512363,0.1025810333316974,0.3488350806367877,0.30974895
O=C(O)c1cccnc1Cl.CNOC>>CON(C)C(=O)c1cccnc1Cl,amide_coupling,HATU,0.8260665976456694,1,0.2922895458121262,0.17826964
O=C(O)c1ccccc1.NC(Cc1c[nH]c2ccccc12)C(=O)O>>O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)c1ccccc1,amide_coupling,HATU,0.1320777038164859,0.1419555304516415,0.9222573070137275,0.858083
O=C(O)c1cccc(Cl)c1.NCC(=O)O>>O=C(O)CNC(=O)c1cccc(Cl)c1,amide_coupling,HATU,0.0329130355403079,0.0364438562271147,0.5218131293300236,0.4712578
O=C(O)c1cccnc1Cl.CNC>>CN(C)C(=O)c1cccnc1Cl,amide_coupling,HATU,0.053470415824733,0.0975927481074209,0.335875470080415,0.18402393
O=C(O)c1ccccc1.CC(C)NC(C)C>>CC(C)N(C(=O)c1ccccc1)C(C)C,amide_coupling,HATU,0.2752775470085596,0.2944237826639044,0.2927951888901807,0.27375478
