SMILES,CF
Oc1ccc(-c2ccc(Br)cc2)cc1,0.93796
Brc1ccc(-c2ccccc2)cc1,0.82758
O=c1ccc(Br)c[nH]1,0.40253
CCOc1cc(Br)ccc1C#N,0.60553
CC(C)NC(=O)c1ccc(Br)s1,0.40069
O=C(CCCl)c1ccc(Br)cc1,0.4276
Cc1cc(Br)ccc1C(=O)O,0.48586
O=C(O)c1ccc(Br)cc1,0.49741
COC(=O)c1ccc(Br)c(C)c1,0.48786
O=C(c1ccccc1)c1ccc(Br)cc1,0.78235
FC(F)(F)c1ccc(Br)cc1,0.2774
CC(C)(C)c1ccc(Br)cc1,0.32284
CC(=O)c1ccc(Br)s1,0.39848
NC(=O)c1ccc(Br)cc1,0.53137
O=C(O)C(O)c1ccc(Cl)cc1,0.25419
Cc1ccc(Br)cc1C(=O)O,0.49985
Cc1ccc(Br)cc1O,0.44812
Cc1ccc(Br)cn1,0.22497
Cc1ccc(I)c(C(=O)O)c1,0.57619
CCCC1CCC(c2ccc(Br)cc2)CC1,0.4593
O=Cc1ccc(Br)o1,0.45204
O=Cc1ccc(Br)s1,0.37415
CCCc1ccc(Br)cc1,0.29763
O=C(O)Cc1ccc(Br)cc1,0.39742
OCCc1ccc(Cl)cc1,0.30929
OCc1ccc(Br)cc1,0.35699
Fc1ccc(Br)c(F)c1,0.14608
Fc1ccc(Br)cc1F,0.2154
Fc1ccc(Br)c(F)c1F,0.19861
CN(C)c1ccc(Br)cc1,0.54207
Brc1ccc(N(c2ccccc2)c2ccccc2)cc1,1.31852
CC(C)(C)OC(=O)Nc1ccc(Cl)cc1,0.55675
CC(=O)Nc1ccc(Br)cc1,0.49185
CC(C)(C)OC(=O)Nc1ccc(Br)cn1,0.53123
CNc1ccc(Br)c2c1C(=O)c1ccccc1C2=O,0.98681
CC(=O)c1cc(Br)ccc1O,0.53062
Oc1ccc(Br)cc1C(F)(F)F,0.39335
Cc1cc(Br)ccc1O,0.40437
O=[N+]([O-])c1cc(Br)ccc1O,0.62546
Oc1ccc(Cl)cc1Cc1ccccc1,0.64745
FC(F)(F)Oc1ccc(Br)cc1,0.28012
O=[N+]([O-])c1cc(OC(F)(F)F)ccc1Br,0.42852
COc1ccc(Br)cc1O,0.47713
FC(F)Oc1ccc(Br)cc1,0.31914
COc1ccc(Br)cc1C,0.43022
COc1ccc(Br)cc1OC,0.63838
COc1ccc(Br)c(OC)c1,0.44914
COc1ccc(Br)cc1[N+](=O)[O-],0.57819
COc1ccc(Br)c(C(=O)O)c1,0.46929
COc1ccc(Br)c(C)c1,0.35823
COc1ccc(Br)c([N+](=O)[O-])c1,0.54576
O=C(O)Cc1cccc(Br)c1,0.34983
O=Cc1cccc(Br)c1,0.56343
OCc1cccc(Br)c1,0.3275
N#Cc1c(F)cccc1Cl,0.409
O=Cc1c(F)cccc1Cl,0.31531
OCc1c(F)cccc1Cl,0.24401
Fc1cccc(Br)c1F,0.18622
CC(C)OC(=O)Nc1cccc(Cl)c1,0.54139
CC(=O)Nc1cccc(Br)c1,0.50032
FC(F)(F)Oc1cccc(Br)c1,0.24121
FC(F)Oc1cccc(Br)c1,0.32385
COc1cccc(Br)c1,0.41105
COc1cccc(Br)n1,0.22221
O=[N+]([O-])c1cccc(Br)c1O,0.54491
COc1c(Br)cccc1[N+](=O)[O-],0.4449
O=[N+]([O-])c1cccc(Br)c1OCc1ccccc1,0.66975
Brc1cccc2[nH]ncc12,0.51546
O=c1ccc2cccc(Cl)c2[nH]1,0.69155
O=C(O)c1ccccc1Br,0.29639
COC(=O)c1ccccc1Br,0.35103
FC(F)(F)c1ccccc1Br,0.25028
CC(C)c1ccccc1I,0.36908
CCOC(OCC)c1ccccc1Br,0.3192
O=C(O)C=Cc1ccccc1Cl,0.72014
O=Cc1ccccc1Br,0.36226
CCOC(=O)Cc1ccccc1Cl,0.26439
CC(=O)Nc1ccccc1Cl,0.44265
FC(F)(F)Oc1ccccc1Br,0.24911
COc1ccccc1Br,0.38653
CCOc1ccccc1Br,0.44674
Brc1ccccn1,0.16144
Brc1cccnc1,0.15481
Cc1ncccc1Br,0.19791
Brc1ccncc1,0.15699
Brc1cnc2ccccc2c1,0.78167
COc1cncc(Br)c1,0.34931
Fc1cc(Cl)cnc1F,0.10012
Brc1cncc2ccccc12,0.67152
Cc1ccncc1Br,0.25356
Fc1ccc(Cn2c(Cl)nc3ccccc32)cc1,0.68594
Oc1cccnc1Br,0.36112
Fc1cccnc1Cl,0.11091
CCc1ncnc(Cl)c1F,0.13817
Cc1ccsc1Br,0.19901
Brc1ccc2c3c(cccc13)CC2,0.80801
O=C1c2ccccc2-c2ccc(Br)cc21,1.06725
Brc1ccc2cc3ccccc3cc2c1,1.40092
Brc1ccc2ccc3cccnc3c2n1,1.19357
Brc1ccc2c(c1)sc1ccccc12,1.10478
O=C1C(=O)c2ccc(Br)c3cccc1c23,1.07372
CCn1c2ccccc2c2cc(Br)ccc21,1.14339
Brc1ccc2c(c1)C1(CCCC1)c1ccccc1-2,1.01537
Brc1ccc2c(c1)C1(CCCCC1)c1ccccc1-2,0.80135
CN1c2ccccc2C(=O)c2ccc(Cl)cc2S1(=O)=O,0.72284
Brc1cccc2c1CC=C2,0.42939
O=C1CCc2c(Br)cccc21,0.38277
O=C1Cc2c(Br)cccc2N1,0.47779
CC(C)(C)OC(=O)N1CCc2c(Br)cccc2C1,0.45955
Brc1cccc2cccnc12,0.73853
Brc1cccc2nsnc12,0.5467
Cc1ccc2c(F)c(F)cc(Br)c2n1,0.65796
Brc1[nH]nc2cnccc12,0.41019
O=C1Cc2cc(F)c(Cl)cc2N1,0.51415
Ic1c[nH]c2ccncc12,0.51641
CC(C)(C)OC(=O)n1cc(I)c2cnccc21,0.67033
CC(C)(C)OC(=O)n1cc(I)c2ccncc21,0.57108
COc1ccc2c(c1)c(I)cn2C(=O)OC(C)(C)C,0.85101
CCOC(=O)c1ccc2ncc(Br)n2c1,0.61905
COc1ccc2nc(Br)sc2c1,0.63312
Fc1ccc2[nH]nc(I)c2c1,0.44903
Brc1cncc2[nH]ccc12,0.53437
COc1cc2[nH]ncc2cc1Br,0.62283
COc1cc2ccccc2cc1Br,0.87876
O=C1CCc2cccc(Br)c21,0.45101
O=C1Nc2cccc(Br)c2C1=O,0.60881
Fc1nc(Cl)c2[nH]cnc2n1,0.34742
COc1c(Br)ccc2ccccc12,1.0071
Brc1cccc2c1OCC2,0.40372
FC1(F)Oc2cccc(Br)c2O1,0.32353
Cc1cc(Br)c2occc2c1,0.52449
Brc1cccn2ccnc12,0.54292
Brc1cccn2ncnc12,0.44962
COC(=O)c1ccc2c(c1)c(I)nn2C,0.65049
Brc1cnc2nccn2c1,0.58215
Brc1cnc2ccnn2c1,0.53557
Brc1cc2cc[nH]c2cn1,0.51878
Brc1cc2ccccc2cn1,0.7995
O=C1Cc2cccc(Br)c2N1,0.49216
O=C1Nc2c(Br)cccc2C1=O,0.52455
O=C(O)c1cc2cccc(Br)c2s1,0.66123
O=C(Nc1nc2cccc(Br)n2n1)C1CC1,0.67951
Brc1csc2ccccc12,0.51739
Brc1nc2ccccc2[nH]1,0.58342
Brc1cc2ccccc2s1,0.64162
Brc1cnc2[nH]ccc2n1,0.59956
Brc1coc2ccccc12,0.39741
Brc1cccc2nccn12,0.52377
Brc1cn2ccnc2cn1,0.58299
Brc1cnc2cccnn12,0.47385
Brc1ncnc2[nH]cnc12,0.41481
O=c1[nH]c2cccc(Br)c2c(=O)o1,0.61184
Brc1cccc2ccncc12,0.71708
Brc1cccc2[nH]ccc12,0.61759
Brc1cccc2cnccc12,0.61996
Brc1cccc2ncccc12,0.6525
Cn1ccc2c(Br)ccnc21,0.58973
Cn1ncc2c(Br)cccc21,0.58259
Oc1ccc(Br)c2ccccc12,0.70772
COc1cc2nccc(Br)c2cc1OC,0.89887
COC(=O)c1cc2c(Br)cccc2s1,0.78854
CC(C)(C)OC(=O)n1ccc2c(Br)cccc21,0.61525
Clc1cccc2[nH]ncc12,0.54326
COc1cc2nccc(Cl)c2cc1C(N)=O,1.08032
Fc1ccc2nccc(Cl)c2c1,0.71586
Fc1cccc2c(Cl)cc(C(F)(F)F)nc12,0.70791
CC(C)(C)OC(=O)N1CCCc2ccc(Cl)nc21,0.43562
Brc1ccc2ccnn2c1,0.33807
Brc1ccc2nccn2c1,0.54188
Brc1ccc2ncnn2c1,0.28841
Brc1ccc2nncn2c1,0.42543
Cc1nnc2ccc(Br)cn12,0.61144
O=C(O)c1cn2cc(Br)ccc2n1,0.76846
Brc1cnc2cc[nH]c2c1,0.57826
Brc1cnc2[nH]ncc2c1,0.51201
Brc1cnc2c[nH]nc2c1,0.57221
Brc1cnc2[nH]cnc2c1,0.38773
Brc1cnc2c(c1)CCN2,0.38545
Brc1cccc2c[nH]nc12,0.51272
CC(C)(C)OC(=O)n1ncc2cc(Br)cnc21,0.61367
Cn1ccc2cccc(Br)c21,0.56104
O=c1[nH]c(=O)c2cccc(Br)c2[nH]1,0.57091
Brc1c[nH]c2ncccc12,0.31369
O=c1[nH]cc(Br)c2ccccc12,0.59671
Brc1c[nH]c2ncncc12,0.43982
Brc1ccc2ccc3cccc4ccc1c2c34,1.61162
CC(C)(C)OC(=O)n1cc(Br)c2ccccc21,0.61387
Brc1ccc2c3c(cccc13)-c1ccccc1-2,1.42724
Brc1ccc2[nH]c3c4ccccc4ccc3c2c1,1.66312
Brc1ccc2c(c1)-c1cc3ccccc3cc1C2,1.53028
CC1(C)c2ccc(Br)cc2-c2cc3ccccc3cc21,1.66125
CN1CC2=C(C1=O)c1cc(Cl)ccc1Oc1ccccc12,0.96421
CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.65916
Brc1ccc2c(c1)C1(c3ccccc3O2)c2ccccc2-c2ccccc21,1.76068
Oc1ccc(OC(F)(F)F)c(Cl)c1,0.37127
O=Cc1cc(Br)c[nH]1,0.4327
Cn1cc(Br)ccc1=O,0.39415
CC(C)[Si](C(C)C)(C(C)C)n1ccc(Br)c1,0.13075
FC(F)(F)c1ncccc1Br,0.23362
COc1ncc(Br)c(C)c1[N+](=O)[O-],0.4705
N#Cc1cnc(Br)cn1,0.36253
COc1ncccc1Br,0.25927
CCCCc1ccsc1Br,0.1638
Brc1ccccc1-n1c2ccccc2c2ccccc21,1.4572
Brc1nnc(-c2ccccc2)s1,0.61228
COc1ccc(Cl)c(NC(C)=O)c1,0.5158
O=C(O)c1cc(F)cnc1Cl,0.21534
COC(=O)c1cc(F)cnc1Cl,0.26973
N#Cc1cc(Cl)c(F)cc1F,0.46684
O=[N+]([O-])c1cc(F)c(Cl)cc1O,0.57818
Brc1ccc(-c2ccccc2)s1,0.69338
NS(=O)(=O)c1ccc(Br)s1,0.26161
Cc1cc(C(=O)O)cc(C)c1Br,0.55172
Cc1cc(C#N)cc(C)c1Br,0.60239
CC(C)c1cccc(C(C)C)c1Br,0.39046
CC(C)(C)c1cc(C(C)(C)C)c(Br)c(C(C)(C)C)c1,0.54464
OCc1csc(Br)n1,0.14499
Brc1nc(-c2ccccc2)cs1,0.72264
N#Cc1cc(F)c(Br)c(F)c1,0.47399
Oc1cc(F)c(Br)c(F)c1,0.33226
COc1cc(F)c(Br)c(F)c1,0.39517
O=C(O)c1cc(F)c(Br)c(F)c1,0.46084
COc1ccc(Br)c(C#N)c1,0.567
N#Cc1cc(O)ccc1Br,0.53279
CC(C)(C)n1cc(Br)cn1,0.0701
N#Cc1ccc(OC(F)(F)F)cc1Br,0.53101
Brc1cnn(-c2ccccc2)c1,0.49366
Brc1cnn(C(c2ccccc2)(c2ccccc2)c2ccccc2)c1,0.95256
Brc1cncnc1,0.18008
Cc1ncc(Br)cn1,0.18112
COc1ncc(Br)cn1,0.27586
Brc1cnc(-n2cccn2)nc1,0.62534
CSc1ncc(Br)cn1,0.34747
FC(F)(F)c1ncc(Br)cn1,0.174
Brc1cnc(N2CCCCC2)nc1,0.36195
O=c1cnc(Br)c[nH]1,0.34407
Cn1nccc1Br,0.11923
O=c1[nH]cc(I)cc1[N+](=O)[O-],0.59738
O=c1[nH]cc([N+](=O)[O-])cc1I,0.84385
Cc1c(F)ccc(C#N)c1Cl,0.54236
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1I,0.29897
Fc1ccc(I)c(F)n1,0.23279
COc1cccc([N+](=O)[O-])c1Br,0.41674
COc1nc(C)c(Br)c(C)c1C#N,0.55369
Cc1cccc(C#N)c1Br,0.48041
Cc1cscc1Br,0.15774
Brc1ccccc1C1OCCO1,0.3282
Brc1c[nH]cn1,0.04774
Cn1ncnc1Br,0.04232
Cc1ncsc1Br,0.1235
Cc1[nH]cnc1Br,0.10755
O=C(O)C1(c2ccccc2Cl)CC1,0.37206
COC(=O)c1cccc(F)c1I,0.36317
O=c1[nH]c(Cl)ncc1F,0.26178
CC(C)(C)NSc1nc2ccccc2s1,0.679
c1ccc2sc(SNC3CCCCC3)nc2c1,0.75769
O=C1NC(=O)c2c1cccc2[N+](=O)[O-],0.71877
O=C1NS(=O)(=O)c2ccccc21,0.42255
C=CC(=O)NC(C)(C)C,0.22289
O=C1Nc2cccc3cccc1c23,0.89193
Cn1[nH]nnc1=S,0.25058
O=C1NC(c2ccccc2)CO1,0.17957
O=C1NC(Cc2ccccc2)CO1,0.16445
Cc1ccc([N+](=O)[O-])cc1Nc1nccc(-c2cccnc2)n1,1.4029
COc1ccc(C2Sc3ccccc3NC(=O)C2O)cc1,1.06357
O=C(Nc1cccc2ccccc12)c1cc2ccccc2cc1O,1.32899
O=CNc1ccccc1,0.40838
COc1ccc(NC(=O)CC(C)=O)cc1,0.52294
C1CCC(N=C(NC2CCCCC2)N2CCOCC2)CC1,0.28654
CCCCNc1ccc(C(=O)OCC)cc1,0.70636
C(=Nc1ccccc1)Nc1ccccc1,1.01049
CC(C)(C)NC(=O)c1ccc([N+](=O)[O-])cc1,0.51598
CCOC(=O)c1[nH]c(C)c(C(=O)OCC)c1C,0.52709
CCCCC1=NC(=O)C2(CCCC2)N1,0.13247
CC(=O)NC1CCC(O)CC1,0.03636
COC(=O)N=C(NC(=O)OC)SC,0.33994
Oc1[nH]c(O)c2c1C1CCC2C1,0.10803
c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,1.40359
CC1(C)Oc2cccnc2NC1=O,0.46294
c1ccc(Nc2ccc3c(c2)C(c2ccccc2)(c2ccccc2)c2ccccc2-3)cc1,1.91793
O=C1CCCc2[nH]ccc21,0.3274
O=C1NC(=O)c2cnccc21,0.45947
CC1(C)OC2C(O)CC(NC(=O)OCc3ccccc3)C2O1,0.12179
CCOC(=O)c1cnc(SC)nc1NC1CCCC1,0.60976
NC(=NO)c1ccccc1,0.33751
CCNS(=O)(=O)c1ccccc1[N+](=O)[O-],0.35743
CC(C)=NNS(=O)(=O)c1ccccc1[N+](=O)[O-],0.47717
CC(=O)Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,0.446
CC(Nc1ccc([N+](=O)[O-])cn1)c1ccccc1,0.76006
Nc1nccnc1N1CCOCC1,0.39681
Cc1ccc(S(=O)(=O)NC2CC2)cc1,0.33851
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,0.44176
CC(=O)Nc1ccc2c(c1)CCC2=O,0.52742
CC(=NNS(=O)(=O)c1ccc(C)cc1)c1ccccc1,0.82278
NN=C1c2ccccc2-c2ccccc21,1.10913
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,0.9904
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,0.88688
CC1(C)CONC1=O,0.07714
c1nc2c([nH]1)CCCC2,0.05787
CC(C)(C)OC(=O)Nc1ccco1,0.14184
CNC1CCCc2ccccc21,0.16919
Cc1ccc(S(=O)(=O)NN=Cc2ccccc2)cc1,0.93267
CNc1nc(SC)ncc1C=O,0.69091
CCOC(=O)c1nc(NC(=O)OC(C)(C)C)cn1C,0.45761
CC1(C)OC2C(CO)OC(n3cnc4c(NC(=O)c5ccccc5)ncnc43)C2O1,0.61589
CC(C)(C)c1ccc(Nc2csc3ccccc23)cc1,0.90761
CC(=O)Nc1ccn(C2OC3CO[Si](C(C)C)(C(C)C)O[Si](C(C)C)(C(C)C)OC3C2O)c(=O)n1,0.5232
C=CCONS(=O)(=O)c1ccccc1[N+](=O)[O-],0.39108
CCOC(=O)c1ccc(NC2CCCCC2)c([N+](=O)[O-])c1,0.76433
c1ccc(CNc2ccc3ccccc3c2)cc1,1.09021
CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,1.36635
CS(=O)(=O)NC(=O)CCl,0.08984
CNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0.48965
CCOC(=O)c1cnc(SC)nc1NCc1ccc(OC)cc1,0.91477
N#Cc1cccnc1NCc1cccnc1,0.61104
CC(C)(C)OC(=O)Nc1ccon1,0.22243
N#Cc1ccc(NCC(=O)O)cc1,0.67519
CC(C)C(C(=O)O)N1CCCNC1=O,0.03037
CCOC(=O)CCNc1ccccn1,0.31718
O=C1Nc2ccccc2Sc2ccccc21,0.87052
N=C(OCc1ccccc1)C(Cl)(Cl)Cl,0.16087
Cc1cc(C#N)c(Nc2ccccc2[N+](=O)[O-])s1,0.95675
O=C1NC(=O)c2cccc3cccc1c23,0.70802
CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(OC(C)=O)C2OC(C)=O)cc1F,0.55738
Cc1ccc([N+](=O)[O-])c(N)c1C,0.54424
CC(C)(C)c1ccc(Nc2ccc(C(C)(C)C)cc2)cc1,0.96887
COc1ccc2c(c1)C(=O)C(=O)N2,0.3814
CC(=O)Nc1cccc(C(C)=O)c1,0.60769
COc1cc2c(cc1OC)CC(=O)NC=C2,0.75581
Cc1cccnc1NC(=O)OC(C)(C)C,0.26516
Nc1cccnn1,0.26752
O=C1CCC(NC(=O)OCc2ccccc2)CC1,0.19361
O=C1NCCC1O,0.04174
Cc1ccc(S(=O)(=O)OCCNc2cc(=O)n(C)c(=O)n2C)cc1,0.7195
CC(C)(C)OC(=O)Nn1cccc1,0.11141
Brc1cccc2sccc12,0.5796
O=C(O)CNC(=O)c1ccc([N+](=O)[O-])cc1,0.52273
COC1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,0.56471
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0.99828
O=C(NC1(C(=O)O)CC1)OCc1ccccc1,0.1596
O=C(NC1(C(=O)O)CCCC1)OCc1ccccc1,0.12127
O=C(NC1(C(=O)O)CCCC1)OCC1c2ccccc2-c2ccccc21,0.79235
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,0.5009
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)O)c1F,0.32673
CC(C)(C)OC(=O)Nc1ccsc1C(=O)O,0.48683
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,0.55091
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,0.62167
O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,1.21601
CC(C)(C)OC(=O)N1CCc2c(C(=O)O)n[nH]c2C1,0.21483
Cn1cc(NC(=O)OC(C)(C)C)cc1C(=O)O,0.51773
O=C(O)CNc1ccccc1C(=O)O,0.49793
CN(C)NC(=O)CCC(=O)O,0.04733
Cc1ccc2c(c1Br)C(=O)C(=O)N2,0.5665
O=C1C(Cl)=CCCN1c1ccc([N+](=O)[O-])cc1,0.66418
O=C1Nc2cccc(Cl)c2C1=O,0.58147
O=C(O)CCN1C(=O)COc2ccc(Cl)cc21,0.62027
Cc1cc([N+](=O)[O-])ccc1C(=O)N1CCCC(=O)c2cc(Cl)ccc21,0.98069
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.9058
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.74211
Clc1nc(-c2ccccc2)nc(-c2ccccc2)n1,1.16138
Clc1nc(-c2ccccc2)nc(-c2cccc3c2oc2ccccc23)n1,1.88197
Brc1ccc2c(c1)[nH]c1ccccc12,1.16454
Brc1cccc2c1[nH]c1ccccc12,0.92854
CCCCCCn1c2ccccc2c2ccc(Br)cc21,1.07069
Clc1ccc2c(c1)[nH]c1ccccc12,1.06634
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,1.14049
CC(C)Cn1cnc2c(Cl)nc3ccccc3c21,0.85454
CN1C(=O)c2cccc3c(Br)ccc(c23)C1=O,0.83302
Brc1ccc2[nH]c3c(c2c1)CCCC3,0.65732
CC(=O)N1c2ccccc2CCc2ccc(Cl)cc21,0.73588
COC(=O)c1cc(Br)cc2[nH]ccc12,0.63524
Brc1nc2ccccc2s1,0.5603
Clc1cnc2[nH]ccc2c1,0.55367
O=[N+]([O-])c1cc2c[nH]nc2cc1Cl,0.686
S=c1[nH]c2cccc(Cl)c2s1,0.73373
Clc1nc2ccccc2[nH]1,0.45297
Fc1ccc2nc(Cl)sc2c1,0.53847
O=c1[nH]cnc2cc(Cl)c([N+](=O)[O-])cc12,0.81427
CCOC(=O)c1cn(C2CC2)c2nc(Cl)c(F)cc2c1=O,0.94801
O=c1cccc(Br)[nH]1,0.28668
COc1cc(Br)ccn1,0.34319
O=[N+]([O-])c1cccnc1Br,0.38491
Cc1cnc(Br)c(C)c1,0.3103
Clc1ccncc1,0.15083
O=[N+]([O-])c1cc[n+]([O-])c(Br)c1,0.76456
Cc1cc(C)c(C#N)c(Cl)n1,0.40614
Cc1cc(C(=O)O)cc(Cl)n1,0.28689
Ic1ccccn1,0.23059
Cc1cccc(I)n1,0.29405
Cc1cccnc1I,0.36228
Brc1cnccn1,0.19843
Clc1cnc(-c2ccccc2)c(-c2ccccc2)n1,0.99496
Cc1cnc(C)c(Cl)n1,0.251
Brc1cn[nH]c1,0.03663
Cn1ccc(Br)n1,0.08968
Cc1nn(C)c(C)c1Br,0.10808
CCOC(=O)c1c[nH]nc1Br,0.20765
COC(=O)c1cc(Br)[nH]n1,0.22587
O=[N+]([O-])c1c[nH]c(Br)n1,0.5313
COC(=O)c1n[nH]c(Br)n1,0.17337
Brc1ncc[nH]1,0.10675
Clc1cn[nH]c1,0.04003
Cc1nn(C)c(Cl)c1C=O,0.36498
O=[N+]([O-])c1c[nH]c(Cl)n1,0.50693
Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,0.65001
CCOC(=O)c1coc(Cl)n1,0.14139
Brc1cscn1,0.10203
CC(C)(C)NS(=O)(=O)c1ccc(Cl)s1,0.23995
Clc1nccs1,0.14625
CCOC(=O)c1sc(Cl)nc1C,0.23527
Cc1csc(Cl)n1,0.11189
O=c1ccc(Br)n[nH]1,0.24913
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,0.3131
COc1ccc(Br)nn1,0.2749
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1Br,0.37387
COc1ncnc(C2CC2)c1Br,0.341
CSc1ncc(Cl)c(C(=O)O)n1,0.37979
Cc1ccnc(Br)n1,0.15356
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,0.7764
BrCCc1ccccc1,0.19757
ClCc1ccccc1Cl,0.34437
Fc1ccc(CCl)cc1,0.20001
N#Cc1ccccc1CCl,0.43574
O=C(CBr)c1ccc(O)cc1,0.51237
BrCCOCc1ccccc1,0.17484
Fc1cc(F)c(CBr)cc1F,0.26947
ClCc1ccc(Cl)nc1,0.23855
Cc1ccccc1CCl,0.32163
ClCCc1ccccc1,0.16452
O=C(CCl)c1ccc(Cl)cc1Cl,0.38526
O=C(CBr)OCc1ccccc1,0.17368
BrCCOc1ccccc1,0.23611
O=c1cc(CBr)c2ccccc2[nH]1,0.54528
CC(C)(CCl)c1ccccc1,0.16742
ClCc1cccc2ccccc12,0.76602
Fc1ccccc1CCl,0.22045
Cc1cccc(CCl)c1,0.33316
ClCCCc1ccccc1,0.1598
COc1ccnc(CCl)c1OC,0.43054
COC(=O)CCBr,0.00409
ClCCOc1ccccc1,0.25718
ClCc1c(Cl)cccc1Cl,0.39951
O=[N+]([O-])c1ccc(CCBr)cc1,0.43053
Cc1oc(=O)oc1CCl,0.19848
Fc1ccccc1CBr,0.32093
ClCc1ccccn1,0.13008
O=C(CBr)Oc1ccccc1,0.15552
O[C@H](CCl)c1ccc(Cl)cc1Cl,0.49647
O=C(CBr)c1ccc([N+](=O)[O-])cc1,0.50348
N#Cc1ccc(CBr)cc1,0.53513
N#C[C@@H]1CCCN1C(=O)CCl,0.08828
Fc1cccc(CBr)c1,0.29082
BrCc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,1.8728
CC(Br)C(=O)c1cccc(Cl)c1,0.37193
O=C1c2ccccc2C(=O)N1CCBr,0.51086
CN(C)C(=O)CCl,0.09917
O=[N+]([O-])c1ccccc1CBr,0.48024
O=C(O)C(F)(F)Br,0.02372
COCCCOc1ccnc(CCl)c1C,0.44327
O=C(CCl)c1ccc(F)cc1F,0.34058
Cc1cccc(C)c1NC(=O)CCl,0.39467
COc1cccc(CCl)c1,0.4285
BrCCCc1ccccc1,0.20155
FC(F)(F)c1ccccc1CBr,0.291
O=C(CCl)c1ccc(F)cc1,0.32625
COc1ccc(C(=O)CBr)cc1,0.46754
Fc1cc(Br)ccc1CBr,0.43918
O=C(CBr)c1ccc(OCc2ccccc2)c([N+](=O)[O-])c1,0.82117
O=C(CCl)OCc1ccccc1,0.15421
BrCc1cccc2ccccc12,0.78766
O=C(CBr)c1ccccc1Cl,0.29192
O=C(CBr)c1ccc(-c2ccccc2)cc1,1.01307
O=C1c2ccccc2C(=O)N1CCCCl,0.55129
Clc1ccccc1CBr,0.43252
O=C(CBr)c1ccc(OC(F)(F)F)cc1,0.34098
O=C(NCCBr)OCc1ccccc1,0.1596
Fc1cccc(Cl)c1CCl,0.35775
Fc1cccc(F)c1CCl,0.21827
COC(=O)c1ccc(CCl)o1,0.32743
COC(=O)C=CCBr,0.21884
O=C1c2ccccc2C(=O)N1CCCBr,0.61777
C=C(C)CBr,0.07608
C=Cc1ccc(CCl)cc1,0.53308
Fc1ccc(CBr)c(F)c1,0.29077
O=C(CBr)c1ccc(F)cc1F,0.32428
Clc1cccc(Cl)c1CBr,0.51653
Cc1ccc(C(=O)CBr)cc1,0.42347
O=C(O)C(Br)c1ccccc1,0.26596
ClCC1=NCCN1,0.05066
ClCc1ccc2ccccc2n1,0.82855
Cc1ccc(CBr)cc1,0.43247
ClCc1nc2ccccc2[nH]1,0.40405
Fc1cccc(F)c1CBr,0.29936
COc1ccc(OC)c(C(=O)CBr)c1,0.47746
CC(Br)C(=O)c1ccc(OCc2ccccc2)cc1,0.7552
Fc1ccc(CBr)c(Br)c1,0.4519
COc1ccnc(CCl)c1C,0.41828
C[Si](C)(C)C#CCBr,0.05412
CC(C)(C)OC(=O)N1CCC(I)CC1,0.16695
O=C(CBr)c1ccc(C(F)(F)F)cc1,0.31761
BrCc1ccccc1I,0.54473
FC(F)(F)c1cc(CCl)cc(C(F)(F)F)c1,0.23054
CC(C)(C)OC(=O)c1ccc(CCl)cc1,0.47132
FC(F)(F)C(F)(F)CCI,0.03412
O=C(CCCl)Oc1ccccc1,0.1283
O=c1cc(CCl)[nH]c(=O)[nH]1,0.22599
Cc1noc(C)c1CCl,0.11002
N#Cc1ccc(C(=O)CBr)cc1,0.42917
CC(C)(C)OC(=O)c1ccc(CBr)cc1,0.50796
